"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL424";"SALICYLIC ACID";"4.0";"138.12";"0";"1.09";"SALICYLIC ACID";"O=C(O)c1ccccc1O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL972";"SELEGILINE";"4.0";"187.29";"0";"2.18";"SELEGILINE";"C#CCN(C)[C@H](C)Cc1ccccc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL960";"LEFLUNOMIDE";"4.0";"270.21";"0";"3.25";"LEFLUNOMIDE";"Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL13878";"TEBUFELONE";"2.0";"300.44";"0";"4.97";"1 (Tebufelone)";"C#CCCCC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"23.30";"0.43";"2.03";"18.77";"1";"CHEMBL768957";"Inhibitory activity against prostaglandin G/H synthase 2 (COX-2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131087";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL437";"SULFATHIAZOLE";"4.0";"255.32";"0";"1.53";"SULFATHIAZOLE";"Nc1ccc(S(=O)(=O)Nc2nccs2)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL1747";"TOBRAMYCIN";"4.0";"467.52";"2";"-6.30";"TOBRAMYCIN";"NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL1221512";"";"None";"559.80";"1";"1.75";"L-744832";"CC[C@H](C)[C@@H](CO[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCS(C)(=O)=O)C(=O)OC(C)C)NC[C@@H](N)CS";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL404";"TAZOBACTAM";"4.0";"300.30";"0";"-1.52";"tazo";"C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL163";"RITONAVIR";"4.0";"720.96";"2";"5.91";"RITONAVIR";"CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL4535881";"";"None";"281.27";"0";"2.78";"IX";"O=C(Nc1ccccc1)Nc1nnc(-c2cccnc2)o1";"IC50";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"24.07";"0.44";"3.99";"7.28";"0";"CHEMBL4313651";"Inhibition of human recombinant COX-2 by EIA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4311968";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";""
"CHEMBL4582518";"";"None";"229.20";"0";"0.98";"X";"N#CCC(=O)Nc1nnc(-c2cccnc2)o1";"IC50";"'='";"560.0";"nM";"6.25";"";"";"UO_0000065";"27.28";"0.50";"5.27";"5.97";"0";"CHEMBL4313651";"Inhibition of human recombinant COX-2 by EIA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4311968";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";""
"CHEMBL4533452";"";"None";"218.22";"0";"1.83";"XI";"CCO/C=N/c1nnc(-c2cccnc2)o1";"IC50";"'='";"380.0";"nM";"6.42";"";"";"UO_0000065";"29.42";"0.55";"4.59";"8.75";"0";"CHEMBL4313651";"Inhibition of human recombinant COX-2 by EIA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4311968";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";""
"CHEMBL4541315";"";"None";"283.72";"0";"4.14";"XVIIIa";"Clc1ccc(-c2nnc(/N=C/c3ccccc3)o2)cc1";"IC50";"'='";"81.0";"nM";"7.09";"";"";"UO_0000065";"24.99";"0.48";"2.95";"13.83";"0";"CHEMBL4313651";"Inhibition of human recombinant COX-2 by EIA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4311968";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";""
"CHEMBL4867405";"";"None";"425.50";"0";"1.82";"12";"COCCOc1nc(OCC(C)(C)O)c(-c2ccc(S(C)(=O)=O)cc2)cc1CO";"IC50";"'='";"18200.0";"nM";"4.74";"";"";"UO_0000065";"11.14";"0.22";"2.92";"4.12";"0";"CHEMBL4810363";"Inhibition of human recombinant COX-2 assessed as reduction in peroxidase activity using arachidonic acid as substrate preincubated for 60 mins followed by substrate addition for 2 secs by ADPH based fluorometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4808216";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";""
"CHEMBL4791495";"";"None";"750.81";"2";"8.73";"13";"COc1ccc(-c2noc(CC(=O)Nc3ccc(NC(=O)Cc4onc(-c5ccc(OC)cc5)c4-c4ccc(OC)cc4)cc3)c2-c2ccc(OC)cc2)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4711916";"Inhibition of human COX-2 assessed as peroxidase activity using arachidonic acid as substrate by colorimetric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706621";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";"";""
"CHEMBL4759732";"";"None";"505.57";"2";"6.46";"18";"COc1ccc(-c2noc(CC(=O)Nc3ccc(-c4ccc(N)cc4)cc3)c2-c2ccc(OC)cc2)cc1";"IC50";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"12.90";"0.23";"0.06";"6.55";"0";"CHEMBL4711916";"Inhibition of human COX-2 assessed as peroxidase activity using arachidonic acid as substrate by colorimetric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706621";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL2333738";"";"None";"409.48";"0";"3.75";"3j";"COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCOCC2)cc1";"IC50";"'='";"1880.0";"nM";"5.73";"";"";"UO_0000065";"13.98";"0.26";"1.98";"10.00";"0";"CHEMBL2340595";"Inhibition of COX-2 (unknown origin) by chemiluminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331353";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";""
"CHEMBL2334137";"";"None";"421.54";"1";"5.15";"3c";"COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCCC(C)C2)cc1";"IC50";"'='";"7090.0";"nM";"5.15";"";"";"UO_0000065";"12.22";"0.23";"0.00";"10.73";"0";"CHEMBL2340595";"Inhibition of COX-2 (unknown origin) by chemiluminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331353";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";""
"CHEMBL5079967";"";"None";"540.53";"2";"-0.41";"6";"CCOC(=O)Cn1nncc1CO[C@@H](C(=O)OCC)[C@@H](OCc1cnnn1CC(=O)OCC)C(=O)OCC";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"12.95";"0.25";"7.41";"3.78";"0";"CHEMBL5033143";"Inhibition of human COX-2 using arachidonic acid as substrate preincubated for 10 mins followed by substrate addition and measured after 2 mins by EIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5032505";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.2 hr";"INHIBITOR";""
"CHEMBL5094855";"";"None";"389.36";"1";"-1.64";"12";"CCOC(=O)[C@H](O)[C@@H](OCc1cnnn1[C@@H](CO)C(=O)OC)C(=O)OCC";"IC50";"'='";"40000.0";"nM";"4.40";"";"";"UO_0000065";"11.30";"0.22";"6.04";"2.76";"0";"CHEMBL5033143";"Inhibition of human COX-2 using arachidonic acid as substrate preincubated for 10 mins followed by substrate addition and measured after 2 mins by EIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5032505";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.2 hr";"INHIBITOR";""
"CHEMBL5083953";"";"None";"572.60";"1";"2.91";"1";"Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)N[C@H](C(=O)NCC(=O)O)c3c[nH]c4ccccc34)c3ccccc32)cc1";"IC50";"'='";"540.0";"nM";"6.27";"";"";"UO_0000065";"10.95";"0.21";"3.36";"3.74";"0";"CHEMBL5033143";"Inhibition of human COX-2 using arachidonic acid as substrate preincubated for 10 mins followed by substrate addition and measured after 2 mins by EIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5032505";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.2 hr";"INHIBITOR";""
"CHEMBL3912571";"";"None";"372.47";"0";"2.99";"24";"Cc1cc(C)c2c(=O)n(CN3CCN(c4ccccc4F)CC3)sc2n1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3869869";"Inhibition of COX-2 (unknown origin) using arachidonic acid as substrate preincubated for 2 mins followed by substrate addition in presence of TMPD by spectrophotometric analysis relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3868617";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";""
"CHEMBL563";"FLURBIPROFEN";"4.0";"244.26";"0";"3.68";"Flurbiprofen";"CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1";"IC50";"'='";"1995.26";"nM";"5.70";"";"";"UO_0000065";"23.34";"0.43";"2.02";"15.28";"0";"CHEMBL3869877";"Inhibition of COX-2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3868617";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";""
"CHEMBL527";"PIROXICAM";"4.0";"331.35";"0";"1.58";"Piroxicam";"CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O";"IC50";"'='";"89125.09";"nM";"4.05";"";"";"UO_0000065";"12.22";"0.24";"2.47";"4.07";"0";"CHEMBL3869869";"Inhibition of COX-2 (unknown origin) using arachidonic acid as substrate preincubated for 2 mins followed by substrate addition in presence of TMPD by spectrophotometric analysis relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3868617";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";""
"CHEMBL4848113";"";"None";"376.44";"0";"4.39";"4t";"O=S(=O)(Oc1ccccc1)n1nc(-c2ccccc2)cc1-c1ccccc1";"IC50";"'<'";"10.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4810974";"Inhibition of human recombinant COX-2 assessed as production of PGE2 using arachidonic acid as a substrate preincubated for 60 mins followed by substrate addition and measured after 2 mins by ELISA analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4808246";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 1.033 hr";"INHIBITOR";""
"CHEMBL5191146";"";"None";"486.06";"0";"4.28";"15";"O=C(NC1CCN(C(=O)C2CCOCC2)CC1)NC12CC3CC(Cl)(CC(C1)c1ccccc13)C2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5112592";"Inhibition of human recombinant COX-2 using Arachidonic acid as substrate incubated for 5 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5108068";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 0.08333 hr";"";""
"CHEMBL81";"RALOXIFENE";"4.0";"473.59";"1";"6.08";"Raloxifene";"O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL4861713";"";"None";"382.36";"0";"4.05";"4i";"Cc1cc(-c2ccc(C(F)(F)F)cc2)nn1S(=O)(=O)Oc1ccccc1";"IC50";"'<'";"10.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4810974";"Inhibition of human recombinant COX-2 assessed as production of PGE2 using arachidonic acid as a substrate preincubated for 60 mins followed by substrate addition and measured after 2 mins by ELISA analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4808246";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 1.033 hr";"INHIBITOR";""
"CHEMBL628";"PENTOXIFYLLINE";"4.0";"278.31";"0";"0.19";"PENTOXIFYLLINE";"CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL3402318";"";"None";"455.58";"1";"5.14";"1c";"COc1ccc2cc(C(C)c3nc4s/c(=C\c5ccc(C(C)C)cc5)c(=O)n4n3)ccc2c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3406799";"Inhibition of human recombinant COX-2 using PGH2 as substrate incubated for 10 mins prior to arachidonic acid addition measured after 2 mins by EIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400056";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";""
"CHEMBL4637729";"";"None";"394.23";"1";"5.36";"2b";"O=[N+]([O-])c1ccc(-n2c(-c3ccc(Br)cc3)nc3ccccc32)cc1";"IC50";"'='";"102000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4629022";"Inhibition of human recombinant COX-2 using arachidonic acid as substrate preincubated for 15 mins followed by substrate addition and measured after 5 mins by ADPH-based fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627345";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";""
"CHEMBL277100";"TEMAFLOXACIN";"4.0";"417.39";"0";"2.90";"TEMAFLOXACIN";"CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL21731";"MAPROTILINE";"4.0";"277.41";"0";"4.21";"MAPROTILINE";"CNCCCC12CCC(c3ccccc31)c1ccccc12";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL91";"MICONAZOLE";"4.0";"416.13";"1";"6.45";"MICONAZOLE";"Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1";"IC50";"'='";"25844.0";"nM";"4.59";"";"";"UO_0000065";"11.02";"0.25";"-1.86";"16.96";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL1349";"VALACYCLOVIR";"4.0";"324.34";"0";"-0.80";"VALACYCLOVIR";"CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL998";"LORATADINE";"4.0";"382.89";"0";"4.89";"LORATADINE";"CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL19236";"MOXONIDINE";"4.0";"241.68";"0";"0.82";"MOXONIDINE";"COc1nc(C)nc(Cl)c1NC1=NCCN1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL1454";"LEVAMISOLE";"4.0";"204.30";"0";"2.15";"LEVAMISOLE";"c1ccc([C@H]2CN3CCSC3=N2)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL748";"PRALIDOXIME CHLORIDE";"4.0";"172.62";"0";"0.32";"PRALIDOXIME CHLORIDE";"C[n+]1ccccc1/C=N/O.[Cl-]";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
